orderid,noguest,tableno,intime,outtime,dine_type,payment,menu,sizeid,qty,price,cost,isrecommended,category,customer,gender,countryid,firstvisitdt
274,4,5,2002-02-08 19:51:00,2002-02-08 22:04:00,Eat in,Visa Card,น้ำส้มคั้น,M,2,20,6.0,0,Beverage,Pete Johnson,M,US,2002-01-04 11:55:00
274,4,5,2002-02-08 19:51:00,2002-02-08 22:04:00,Eat in,Visa Card,โค้ก-Diet,M,2,15,4.5,0,Beverage,Pete Johnson,M,US,2002-01-04 11:55:00
274,4,5,2002-02-08 19:51:00,2002-02-08 22:04:00,Eat in,Visa Card,น้ำเปล่า,M,3,10,3.0,0,Beverage,Pete Johnson,M,US,2002-01-04 11:55:00
274,4,5,2002-02-08 19:51:00,2002-02-08 22:04:00,Eat in,Visa Card,ข้าวเหนียวมะม่วง,S,3,40,14.0,0,Dessert,Pete Johnson,M,US,2002-01-04 11:55:00
274,4,5,2002-02-08 19:51:00,2002-02-08 22:04:00,Eat in,Visa Card,ชุดอาหารเที่ยง,S,2,100,31.25,0,Menu Set,Pete Johnson,M,US,2002-01-04 11:55:00
275,2,3,2002-02-09 10:33:00,2002-02-09 12:19:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,1,100,40.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
276,3,1,2002-02-09 11:01:00,2002-02-09 11:34:00,Eat in,Cash,น้ำเปล่า,M,1,10,3.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
276,3,1,2002-02-09 11:01:00,2002-02-09 11:34:00,Eat in,Cash,ข้าวเหนียวมะม่วง,S,1,40,14.0,0,Dessert,Any Male,M,TH,2002-01-04 19:22:00
277,3,4,2002-02-09 11:41:00,2002-02-09 13:17:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Pete Johnson,M,US,2002-01-04 11:55:00
277,3,4,2002-02-09 11:41:00,2002-02-09 13:17:00,Eat in,Cash,แกงเขียวหวานไก่,M,2,60,24.0,1,Dish,Pete Johnson,M,US,2002-01-04 11:55:00
277,3,4,2002-02-09 11:41:00,2002-02-09 13:17:00,Eat in,Cash,เทมปุระ,S,2,50,20.0,0,Appetizer,Pete Johnson,M,US,2002-01-04 11:55:00
277,3,4,2002-02-09 11:41:00,2002-02-09 13:17:00,Eat in,Cash,ชุดอาหารเที่ยง,S,1,100,31.25,0,Menu Set,Pete Johnson,M,US,2002-01-04 11:55:00
278,2,3,2002-02-09 12:00:00,2002-02-09 13:36:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Pete Johnson,M,US,2002-01-04 11:55:00
278,2,3,2002-02-09 12:00:00,2002-02-09 13:36:00,Eat in,Cash,ไก่ทอด,M,2,70,28.0,0,Dish,Pete Johnson,M,US,2002-01-04 11:55:00
278,2,3,2002-02-09 12:00:00,2002-02-09 13:36:00,Eat in,Cash,น้ำเปล่า,M,2,10,3.0,0,Beverage,Pete Johnson,M,US,2002-01-04 11:55:00
279,1,2,2002-02-09 12:20:00,2002-02-09 12:49:00,Eat in,Check,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Pete Johnson,M,US,2002-01-04 11:55:00
279,1,2,2002-02-09 12:20:00,2002-02-09 12:49:00,Eat in,Check,น้ำเปล่า,M,1,10,3.0,0,Beverage,Pete Johnson,M,US,2002-01-04 11:55:00
279,1,2,2002-02-09 12:20:00,2002-02-09 12:49:00,Eat in,Check,ชุดอาหารเที่ยง,S,1,100,31.25,0,Menu Set,Pete Johnson,M,US,2002-01-04 11:55:00
280,1,0,2002-02-09 12:28:00,2002-02-09 12:47:00,To go,Master Card,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
280,1,0,2002-02-09 12:28:00,2002-02-09 12:47:00,To go,Master Card,แกงเขียวหวานไก่,M,3,60,24.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
280,1,0,2002-02-09 12:28:00,2002-02-09 12:47:00,To go,Master Card,ผัดผักรวม,L,1,80,32.0,0,Dish,Any Male,M,TH,2002-01-04 19:22:00
280,1,0,2002-02-09 12:28:00,2002-02-09 12:47:00,To go,Master Card,เทมปุระ,S,2,50,20.0,0,Appetizer,Any Male,M,TH,2002-01-04 19:22:00
280,1,0,2002-02-09 12:28:00,2002-02-09 12:47:00,To go,Master Card,น้ำเปล่า,M,2,10,3.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
281,3,3,2002-02-09 18:39:00,2002-02-09 19:59:00,Eat in,Master Card,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Pete Johnson,M,US,2002-01-04 11:55:00
281,3,3,2002-02-09 18:39:00,2002-02-09 19:59:00,Eat in,Master Card,น้ำเปล่า,M,3,10,3.0,0,Beverage,Pete Johnson,M,US,2002-01-04 11:55:00
282,2,3,2002-02-10 10:35:00,2002-02-10 11:58:00,Eat in,Master Card,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
283,2,4,2002-02-10 10:44:00,2002-02-10 12:50:00,Eat in,Check,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Amy Crawford,F,UK,2002-01-07 12:07:00
283,2,4,2002-02-10 10:44:00,2002-02-10 12:50:00,Eat in,Check,น้ำส้มคั้น,M,1,20,6.0,0,Beverage,Amy Crawford,F,UK,2002-01-07 12:07:00
284,3,5,2002-02-10 10:52:00,2002-02-10 12:00:00,Eat in,Cash,น้ำส้มคั้น,M,2,20,6.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
285,2,1,2002-02-10 11:14:00,2002-02-10 12:43:00,Eat in,Visa Card,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Amy Crawford,F,UK,2002-01-07 12:07:00
285,2,1,2002-02-10 11:14:00,2002-02-10 12:43:00,Eat in,Visa Card,น้ำเปล่า,M,1,10,3.0,0,Beverage,Amy Crawford,F,UK,2002-01-07 12:07:00
286,3,2,2002-02-10 11:24:00,2002-02-10 13:27:00,Eat in,Master Card,โค้ก-Diet,M,3,15,4.5,0,Beverage,Rick Holme,M,TH,2002-01-13 20:10:00
286,3,2,2002-02-10 11:24:00,2002-02-10 13:27:00,Eat in,Master Card,ชุดอาหารเย็น,L,2,400,107.0,0,Menu Set,Rick Holme,M,TH,2002-01-13 20:10:00
287,6,3,2002-02-10 11:37:00,2002-02-10 12:13:00,Eat in,Cash,แกงเขียวหวานไก่,M,1,60,24.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
287,6,3,2002-02-10 11:37:00,2002-02-10 12:13:00,Eat in,Cash,ปลาราดพริก,L,3,400,160.0,0,Dish,Any Male,M,TH,2002-01-04 19:22:00
287,6,3,2002-02-10 11:37:00,2002-02-10 12:13:00,Eat in,Cash,ไก่ทอด,M,2,70,28.0,0,Dish,Any Male,M,TH,2002-01-04 19:22:00
287,6,3,2002-02-10 11:37:00,2002-02-10 12:13:00,Eat in,Cash,น้ำเปล่า,M,1,10,3.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
288,4,3,2002-02-10 12:03:00,2002-02-10 13:23:00,Eat in,Cash,ต้มยำกุ้ง (ใหญ่),L,2,200,80.0,0,Dish,Any Male,M,TH,2002-01-04 19:22:00
288,4,3,2002-02-10 12:03:00,2002-02-10 13:23:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
288,4,3,2002-02-10 12:03:00,2002-02-10 13:23:00,Eat in,Cash,ทอดมันปลา,S,3,30,12.0,1,Appetizer,Any Male,M,TH,2002-01-04 19:22:00
288,4,3,2002-02-10 12:03:00,2002-02-10 13:23:00,Eat in,Cash,โค้ก,M,2,15,4.5,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
288,4,3,2002-02-10 12:03:00,2002-02-10 13:23:00,Eat in,Cash,น้ำเปล่า,M,2,10,3.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
289,1,1,2002-02-10 12:16:00,2002-02-10 14:16:00,Eat in,Cash,เทมปุระ,S,2,50,20.0,0,Appetizer,Any Female,F,TH,2002-01-01 11:35:00
289,1,1,2002-02-10 12:16:00,2002-02-10 14:16:00,Eat in,Cash,น้ำเปล่า,M,2,10,3.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
290,4,3,2002-02-10 18:31:00,2002-02-10 19:38:00,Eat in,American Express,ต้มยำกุ้ง (กลาง),M,3,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
290,4,3,2002-02-10 18:31:00,2002-02-10 19:38:00,Eat in,American Express,ผัดผักรวม,L,1,80,32.0,0,Dish,Any Female,F,TH,2002-01-01 11:35:00
290,4,3,2002-02-10 18:31:00,2002-02-10 19:38:00,Eat in,American Express,น้ำเปล่า,M,3,10,3.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
291,3,3,2002-02-10 18:39:00,2002-02-10 19:36:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,3,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
291,3,3,2002-02-10 18:39:00,2002-02-10 19:36:00,Eat in,Cash,ทอดมันปลา,S,3,30,12.0,1,Appetizer,Any Female,F,TH,2002-01-01 11:35:00
291,3,3,2002-02-10 18:39:00,2002-02-10 19:36:00,Eat in,Cash,น้ำส้มคั้น,M,3,20,6.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
292,6,7,2002-02-10 19:07:00,2002-02-10 21:28:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,3,100,40.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
292,6,7,2002-02-10 19:07:00,2002-02-10 21:28:00,Eat in,Cash,ปลาราดพริก,L,2,400,160.0,0,Dish,Any Male,M,TH,2002-01-04 19:22:00
292,6,7,2002-02-10 19:07:00,2002-02-10 21:28:00,Eat in,Cash,หมูสะเต็ะ,S,1,50,20.0,0,Appetizer,Any Male,M,TH,2002-01-04 19:22:00
292,6,7,2002-02-10 19:07:00,2002-02-10 21:28:00,Eat in,Cash,ชุดอาหารเย็น,L,3,400,107.0,0,Menu Set,Any Male,M,TH,2002-01-04 19:22:00
293,4,2,2002-02-10 19:22:00,2002-02-10 21:39:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,3,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
293,4,2,2002-02-10 19:22:00,2002-02-10 21:39:00,Eat in,Cash,เทมปุระ,S,2,50,20.0,0,Appetizer,Any Female,F,TH,2002-01-01 11:35:00
294,1,3,2002-02-10 19:36:00,2002-02-10 21:34:00,Eat in,Master Card,โค้ก-Diet,M,2,15,4.5,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
294,1,3,2002-02-10 19:36:00,2002-02-10 21:34:00,Eat in,Master Card,ไอศครีมกะทิ,S,2,15,5.25,0,Dessert,Any Male,M,TH,2002-01-04 19:22:00
295,2,4,2002-02-10 19:43:00,2002-02-10 21:08:00,Eat in,Check,น้ำเปล่า,M,1,10,3.0,0,Beverage,Pete Johnson,M,US,2002-01-04 11:55:00
296,5,4,2002-02-10 19:46:00,2002-02-10 21:49:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,1,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
296,5,4,2002-02-10 19:46:00,2002-02-10 21:49:00,Eat in,Cash,เทมปุระ,S,2,50,20.0,0,Appetizer,Any Female,F,TH,2002-01-01 11:35:00
296,5,4,2002-02-10 19:46:00,2002-02-10 21:49:00,Eat in,Cash,น้ำเปล่า,M,3,10,3.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
296,5,4,2002-02-10 19:46:00,2002-02-10 21:49:00,Eat in,Cash,ชุดอาหารเย็น,L,3,400,107.0,0,Menu Set,Any Female,F,TH,2002-01-01 11:35:00
297,4,5,2002-02-10 20:05:00,2002-02-10 22:10:00,Eat in,Cash,ไก่ทอด,M,1,70,28.0,0,Dish,Any Male,M,TH,2002-01-04 19:22:00
298,2,4,2002-02-11 10:48:00,2002-02-11 12:15:00,Eat in,Master Card,แกงเขียวหวานไก่,M,2,60,24.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
299,3,5,2002-02-11 10:50:00,2002-02-11 11:52:00,Eat in,Master Card,น้ำเปล่า,M,3,10,3.0,0,Beverage,Pete Johnson,M,US,2002-01-04 11:55:00
300,1,0,2002-02-11 10:57:00,2002-02-11 11:17:00,To go,Check,ต้มยำกุ้ง (ใหญ่),L,2,200,80.0,0,Dish,Any Female,F,TH,2002-01-01 11:35:00
300,1,0,2002-02-11 10:57:00,2002-02-11 11:17:00,To go,Check,ปลาราดพริก,L,2,400,160.0,0,Dish,Any Female,F,TH,2002-01-01 11:35:00
301,1,4,2002-02-11 18:46:00,2002-02-11 20:19:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,3,100,40.0,1,Dish,Pete Johnson,M,US,2002-01-04 11:55:00
301,1,4,2002-02-11 18:46:00,2002-02-11 20:19:00,Eat in,Cash,หมูสะเต็ะ,S,2,50,20.0,0,Appetizer,Pete Johnson,M,US,2002-01-04 11:55:00
301,1,4,2002-02-11 18:46:00,2002-02-11 20:19:00,Eat in,Cash,น้ำเปล่า,M,2,10,3.0,0,Beverage,Pete Johnson,M,US,2002-01-04 11:55:00
302,3,2,2002-02-11 19:25:00,2002-02-11 19:54:00,Eat in,Visa Card,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
302,3,2,2002-02-11 19:25:00,2002-02-11 19:54:00,Eat in,Visa Card,น้ำส้มคั้น,M,2,20,6.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
302,3,2,2002-02-11 19:25:00,2002-02-11 19:54:00,Eat in,Visa Card,น้ำเปล่า,M,2,10,3.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
303,3,1,2002-02-12 11:12:00,2002-02-12 11:57:00,Eat in,Check,ต้มยำกุ้ง (เล็ก),S,3,20,8.0,0,Dish,Any Female,F,TH,2002-01-01 11:35:00
303,3,1,2002-02-12 11:12:00,2002-02-12 11:57:00,Eat in,Check,น้ำเปล่า,M,2,10,3.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
304,4,5,2002-02-12 18:51:00,2002-02-12 21:12:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,1,100,40.0,1,Dish,Paul Hank,M,UK,2002-01-01 10:51:00
304,4,5,2002-02-12 18:51:00,2002-02-12 21:12:00,Eat in,Cash,ต้มยำกุ้ง (เล็ก),S,2,20,8.0,0,Dish,Paul Hank,M,UK,2002-01-01 10:51:00
304,4,5,2002-02-12 18:51:00,2002-02-12 21:12:00,Eat in,Cash,แกงเขียวหวานไก่,M,2,60,24.0,1,Dish,Paul Hank,M,UK,2002-01-01 10:51:00
304,4,5,2002-02-12 18:51:00,2002-02-12 21:12:00,Eat in,Cash,ชุดอาหารเที่ยง,S,2,100,31.25,0,Menu Set,Paul Hank,M,UK,2002-01-01 10:51:00
305,2,2,2002-02-13 11:20:00,2002-02-13 13:22:00,Eat in,Master Card,ต้มยำกุ้ง (กลาง),M,3,100,40.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
305,2,2,2002-02-13 11:20:00,2002-02-13 13:22:00,Eat in,Master Card,น้ำเปล่า,M,1,10,3.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
306,2,1,2002-02-13 19:10:00,2002-02-13 20:40:00,Eat in,Cash,ต้มยำกุ้ง (เล็ก),S,2,20,8.0,0,Dish,Pete Johnson,M,US,2002-01-04 11:55:00
306,2,1,2002-02-13 19:10:00,2002-02-13 20:40:00,Eat in,Cash,แกงเขียวหวานไก่,M,1,60,24.0,1,Dish,Pete Johnson,M,US,2002-01-04 11:55:00
306,2,1,2002-02-13 19:10:00,2002-02-13 20:40:00,Eat in,Cash,เทมปุระ,S,3,50,20.0,0,Appetizer,Pete Johnson,M,US,2002-01-04 11:55:00
306,2,1,2002-02-13 19:10:00,2002-02-13 20:40:00,Eat in,Cash,น้ำส้มคั้น,M,2,20,6.0,0,Beverage,Pete Johnson,M,US,2002-01-04 11:55:00
306,2,1,2002-02-13 19:10:00,2002-02-13 20:40:00,Eat in,Cash,น้ำเปล่า,M,2,10,3.0,0,Beverage,Pete Johnson,M,US,2002-01-04 11:55:00
307,4,2,2002-02-13 19:27:00,2002-02-13 20:25:00,Eat in,Cash,แกงเขียวหวานไก่,M,1,60,24.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
307,4,2,2002-02-13 19:27:00,2002-02-13 20:25:00,Eat in,Cash,น้ำส้มคั้น,M,2,20,6.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
308,2,6,2002-02-13 20:06:00,2002-02-13 21:20:00,Eat in,Cash,ทอดมันปลา,S,2,30,12.0,1,Appetizer,Pete Johnson,M,US,2002-01-04 11:55:00
308,2,6,2002-02-13 20:06:00,2002-02-13 21:20:00,Eat in,Cash,น้ำส้มคั้น,M,1,20,6.0,0,Beverage,Pete Johnson,M,US,2002-01-04 11:55:00
308,2,6,2002-02-13 20:06:00,2002-02-13 21:20:00,Eat in,Cash,ชุดอาหารเย็น,L,1,400,107.0,0,Menu Set,Pete Johnson,M,US,2002-01-04 11:55:00
309,5,3,2002-02-14 10:36:00,2002-02-14 11:22:00,Eat in,Check,แกงเขียวหวานไก่,M,1,60,24.0,1,Dish,Richard Hank,M,US,2002-01-04 18:37:00
309,5,3,2002-02-14 10:36:00,2002-02-14 11:22:00,Eat in,Check,ชุดอาหารเย็น,L,3,400,107.0,0,Menu Set,Richard Hank,M,US,2002-01-04 18:37:00
310,1,2,2002-02-14 12:21:00,2002-02-14 13:22:00,Eat in,Master Card,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
310,1,2,2002-02-14 12:21:00,2002-02-14 13:22:00,Eat in,Master Card,ต้มยำกุ้ง (เล็ก),S,2,20,8.0,0,Dish,Any Female,F,TH,2002-01-01 11:35:00
310,1,2,2002-02-14 12:21:00,2002-02-14 13:22:00,Eat in,Master Card,ไก่ทอด,M,2,70,28.0,0,Dish,Any Female,F,TH,2002-01-01 11:35:00
310,1,2,2002-02-14 12:21:00,2002-02-14 13:22:00,Eat in,Master Card,น้ำเปล่า,M,2,10,3.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
311,1,4,2002-02-14 19:40:00,2002-02-14 21:19:00,Eat in,Cash,เทมปุระ,S,3,50,20.0,0,Appetizer,Any Female,F,TH,2002-01-01 11:35:00
311,1,4,2002-02-14 19:40:00,2002-02-14 21:19:00,Eat in,Cash,หมูสะเต็ะ,S,2,50,20.0,0,Appetizer,Any Female,F,TH,2002-01-01 11:35:00
311,1,4,2002-02-14 19:40:00,2002-02-14 21:19:00,Eat in,Cash,น้ำเปล่า,M,3,10,3.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
312,2,3,2002-02-15 10:34:00,2002-02-15 11:04:00,Eat in,Master Card,ต้มยำกุ้ง (กลาง),M,1,100,40.0,1,Dish,Pete Johnson,M,US,2002-01-04 11:55:00
312,2,3,2002-02-15 10:34:00,2002-02-15 11:04:00,Eat in,Master Card,น้ำเปล่า,M,1,10,3.0,0,Beverage,Pete Johnson,M,US,2002-01-04 11:55:00
313,1,3,2002-02-15 10:39:00,2002-02-15 12:35:00,Eat in,Master Card,โค้ก,M,3,15,4.5,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
313,1,3,2002-02-15 10:39:00,2002-02-15 12:35:00,Eat in,Master Card,น้ำเปล่า,M,1,10,3.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
313,1,3,2002-02-15 10:39:00,2002-02-15 12:35:00,Eat in,Master Card,ไอศครีมกะทิ,S,2,15,5.25,0,Dessert,Any Male,M,TH,2002-01-04 19:22:00
313,1,3,2002-02-15 10:39:00,2002-02-15 12:35:00,Eat in,Master Card,ข้าวเหนียวมะม่วง,S,1,40,14.0,0,Dessert,Any Male,M,TH,2002-01-04 19:22:00
313,1,3,2002-02-15 10:39:00,2002-02-15 12:35:00,Eat in,Master Card,ชุดอาหารเที่ยง,S,2,100,31.25,0,Menu Set,Any Male,M,TH,2002-01-04 19:22:00
314,5,1,2002-02-15 11:19:00,2002-02-15 11:52:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
314,5,1,2002-02-15 11:19:00,2002-02-15 11:52:00,Eat in,Cash,ปลาราดพริก,L,2,400,160.0,0,Dish,Any Female,F,TH,2002-01-01 11:35:00
314,5,1,2002-02-15 11:19:00,2002-02-15 11:52:00,Eat in,Cash,ทอดมันปลา,S,2,30,12.0,1,Appetizer,Any Female,F,TH,2002-01-01 11:35:00
314,5,1,2002-02-15 11:19:00,2002-02-15 11:52:00,Eat in,Cash,น้ำเปล่า,M,3,10,3.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
314,5,1,2002-02-15 11:19:00,2002-02-15 11:52:00,Eat in,Cash,ไอศครีมกะทิ,S,2,15,5.25,0,Dessert,Any Female,F,TH,2002-01-01 11:35:00
314,5,1,2002-02-15 11:19:00,2002-02-15 11:52:00,Eat in,Cash,ชุดอาหารเที่ยง,S,2,100,31.25,0,Menu Set,Any Female,F,TH,2002-01-01 11:35:00
315,4,3,2002-02-15 12:00:00,2002-02-15 14:11:00,Eat in,Master Card,ผัดผักรวม,L,2,80,32.0,0,Dish,Any Male,M,TH,2002-01-04 19:22:00
315,4,3,2002-02-15 12:00:00,2002-02-15 14:11:00,Eat in,Master Card,โค้ก,M,2,15,4.5,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
315,4,3,2002-02-15 12:00:00,2002-02-15 14:11:00,Eat in,Master Card,โค้ก-Diet,M,3,15,4.5,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
315,4,3,2002-02-15 12:00:00,2002-02-15 14:11:00,Eat in,Master Card,น้ำเปล่า,M,2,10,3.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
315,4,3,2002-02-15 12:00:00,2002-02-15 14:11:00,Eat in,Master Card,ชุดอาหารเที่ยง,S,1,100,31.25,0,Menu Set,Any Male,M,TH,2002-01-04 19:22:00
316,3,3,2002-02-15 18:30:00,2002-02-15 19:46:00,Eat in,Visa Card,ต้มยำกุ้ง (กลาง),M,1,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
316,3,3,2002-02-15 18:30:00,2002-02-15 19:46:00,Eat in,Visa Card,ปลาราดพริก,L,1,400,160.0,0,Dish,Any Female,F,TH,2002-01-01 11:35:00
316,3,3,2002-02-15 18:30:00,2002-02-15 19:46:00,Eat in,Visa Card,ทอดมันปลา,S,1,30,12.0,1,Appetizer,Any Female,F,TH,2002-01-01 11:35:00
316,3,3,2002-02-15 18:30:00,2002-02-15 19:46:00,Eat in,Visa Card,น้ำเปล่า,M,1,10,3.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
317,2,4,2002-02-15 18:40:00,2002-02-15 20:35:00,Eat in,Check,ต้มยำกุ้ง (กลาง),M,3,100,40.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
317,2,4,2002-02-15 18:40:00,2002-02-15 20:35:00,Eat in,Check,น้ำส้มคั้น,M,2,20,6.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
317,2,4,2002-02-15 18:40:00,2002-02-15 20:35:00,Eat in,Check,น้ำเปล่า,M,2,10,3.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
318,2,5,2002-02-15 18:54:00,2002-02-15 20:46:00,Eat in,Master Card,ต้มยำกุ้ง (กลาง),M,1,100,40.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
318,2,5,2002-02-15 18:54:00,2002-02-15 20:46:00,Eat in,Master Card,ผัดผักรวม,L,2,80,32.0,0,Dish,Any Male,M,TH,2002-01-04 19:22:00
318,2,5,2002-02-15 18:54:00,2002-02-15 20:46:00,Eat in,Master Card,ข้าวเหนียวมะม่วง,S,3,40,14.0,0,Dessert,Any Male,M,TH,2002-01-04 19:22:00
319,3,5,2002-02-15 18:58:00,2002-02-15 20:56:00,Eat in,Visa Card,ต้มยำกุ้ง (กลาง),M,3,100,40.0,1,Dish,Amy Crawford,F,UK,2002-01-07 12:07:00
319,3,5,2002-02-15 18:58:00,2002-02-15 20:56:00,Eat in,Visa Card,ไอศครีมกะทิ,S,2,15,5.25,0,Dessert,Amy Crawford,F,UK,2002-01-07 12:07:00
320,1,0,2002-02-15 19:00:00,2002-02-15 19:21:00,To go,Cash,ต้มยำกุ้ง (กลาง),M,3,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
320,1,0,2002-02-15 19:00:00,2002-02-15 19:21:00,To go,Cash,หมูสะเต็ะ,S,1,50,20.0,0,Appetizer,Any Female,F,TH,2002-01-01 11:35:00
320,1,0,2002-02-15 19:00:00,2002-02-15 19:21:00,To go,Cash,โค้ก,M,3,15,4.5,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
320,1,0,2002-02-15 19:00:00,2002-02-15 19:21:00,To go,Cash,น้ำเปล่า,M,1,10,3.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
320,1,0,2002-02-15 19:00:00,2002-02-15 19:21:00,To go,Cash,ข้าวเหนียวมะม่วง,S,1,40,14.0,0,Dessert,Any Female,F,TH,2002-01-01 11:35:00
320,1,0,2002-02-15 19:00:00,2002-02-15 19:21:00,To go,Cash,ชุดอาหารเย็น,L,2,400,107.0,0,Menu Set,Any Female,F,TH,2002-01-01 11:35:00
321,3,2,2002-02-15 19:23:00,2002-02-15 20:33:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Male,M,TH,2002-01-04 19:22:00
321,3,2,2002-02-15 19:23:00,2002-02-15 20:33:00,Eat in,Cash,น้ำเปล่า,M,3,10,3.0,0,Beverage,Any Male,M,TH,2002-01-04 19:22:00
321,3,2,2002-02-15 19:23:00,2002-02-15 20:33:00,Eat in,Cash,ข้าวเหนียวมะม่วง,S,2,40,14.0,0,Dessert,Any Male,M,TH,2002-01-04 19:22:00
322,1,3,2002-02-15 19:30:00,2002-02-15 21:26:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
322,1,3,2002-02-15 19:30:00,2002-02-15 21:26:00,Eat in,Cash,ผัดผักรวม,L,2,80,32.0,0,Dish,Any Female,F,TH,2002-01-01 11:35:00
322,1,3,2002-02-15 19:30:00,2002-02-15 21:26:00,Eat in,Cash,โค้ก,M,3,15,4.5,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
322,1,3,2002-02-15 19:30:00,2002-02-15 21:26:00,Eat in,Cash,น้ำเปล่า,M,2,10,3.0,0,Beverage,Any Female,F,TH,2002-01-01 11:35:00
323,4,3,2002-02-15 20:00:00,2002-02-15 21:00:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,2,100,40.0,1,Dish,Pete Johnson,M,US,2002-01-04 11:55:00
323,4,3,2002-02-15 20:00:00,2002-02-15 21:00:00,Eat in,Cash,ปลาราดพริก,L,1,400,160.0,0,Dish,Pete Johnson,M,US,2002-01-04 11:55:00
324,6,3,2002-02-16 11:32:00,2002-02-16 12:52:00,Eat in,Cash,ต้มยำกุ้ง (กลาง),M,3,100,40.0,1,Dish,Any Female,F,TH,2002-01-01 11:35:00
